Motion Sensor Data File Sep 17, 2020 3:37 PM
Time (s)	Distance (cm)	Dist Error (cm)
57.817	22.783	0.239
57.833	22.540	0.239
57.850	22.353	0.239
57.867	22.442	0.239
57.883	22.676	0.239
57.900	22.684	0.239
57.917	22.765	0.239
57.933	23.182	0.239
57.950	23.455	0.239
57.967	23.735	0.239
57.983	24.050	0.239
58.000	24.399	0.239
58.017	24.782	0.239
58.033	25.190	0.239
58.050	25.616	0.239
58.067	26.046	0.239
58.083	26.416	0.239
58.100	26.658	0.239
58.117	27.105	0.239
58.133	27.539	0.239
58.150	27.947	0.239
58.167	28.309	0.239
58.183	28.620	0.239
58.200	28.888	0.239
58.217	29.100	0.239
58.233	29.258	0.239
58.250	29.364	0.239
58.267	29.415	0.239
58.283	29.402	0.239
58.300	29.334	0.239
58.317	29.206	0.239
58.333	29.014	0.239
58.350	28.772	0.239
58.367	28.470	0.239
58.383	28.125	0.239
58.400	27.741	0.239
58.417	27.320	0.239
58.433	26.877	0.239
58.450	26.426	0.239
58.467	25.962	0.239
58.483	25.511	0.239
58.500	25.064	0.239
58.517	24.634	0.239
58.533	24.234	0.239
58.550	23.868	0.239
58.567	23.553	0.239
58.583	23.288	0.239
58.600	23.063	0.239
58.617	22.871	0.239
58.633	22.488	0.239
58.650	22.415	0.239
58.667	22.266	0.239
58.683	22.351	0.239
58.700	22.517	0.239
58.717	22.755	0.239
58.733	23.032	0.239
58.750	23.338	0.239
58.767	23.683	0.239
58.783	24.057	0.239
58.800	24.457	0.239
58.817	24.883	0.239
58.833	25.325	0.239
58.850	25.777	0.239
58.867	26.227	0.239
58.883	26.661	0.239
58.900	27.082	0.239
58.917	27.470	0.239
58.933	27.827	0.239
58.950	28.142	0.239
58.967	28.406	0.239
58.983	28.623	0.239
59.000	28.789	0.239
59.017	28.895	0.239
59.033	28.933	0.239
59.050	28.920	0.239
59.067	28.839	0.239
59.083	28.703	0.239
59.100	28.511	0.239
59.117	28.260	0.239
59.133	27.966	0.239
59.150	27.630	0.239
59.167	27.247	0.239
59.183	26.808	0.239
59.200	26.336	0.239
59.217	25.855	0.239
59.233	25.586	0.239
59.250	25.442	0.239
59.267	24.999	0.239
59.283	24.748	0.239
59.300	24.539	0.239
59.317	24.228	0.239
59.333	23.943	0.239
59.350	23.688	0.239
59.367	23.479	0.239
59.383	23.325	0.239
59.400	23.232	0.239
59.417	23.198	0.239
59.433	23.223	0.239
59.450	23.316	0.239
59.467	23.461	0.239
59.483	23.661	0.239
59.500	23.912	0.239
59.517	24.206	0.239
59.533	24.538	0.239
59.550	24.899	0.239
59.567	25.282	0.239
59.583	25.648	0.239
59.600	25.992	0.239
59.617	26.269	0.239
59.633	26.716	0.239
59.650	27.158	0.239
59.667	27.571	0.239
59.683	27.950	0.239
59.700	28.273	0.239
59.717	28.503	0.239
59.733	28.562	0.239
59.750	28.762	0.239
59.767	28.736	0.239
59.783	28.834	0.239
59.800	28.877	0.239
59.817	28.864	0.239
59.833	28.787	0.239
59.850	28.664	0.239
59.867	28.468	0.239
59.883	28.216	0.239
59.900	27.923	0.239
59.917	27.578	0.239
59.933	27.199	0.239
59.950	26.790	0.239
59.967	26.356	0.239
59.983	25.913	0.239
60.000	25.466	0.239
60.017	25.019	0.239
60.033	24.585	0.239
60.050	24.172	0.239
60.067	23.785	0.239
60.083	23.436	0.239
60.100	23.125	0.239
60.117	22.865	0.239
60.133	22.660	0.239
60.150	22.503	0.239
60.167	22.414	0.239
60.183	22.384	0.239
60.200	22.417	0.239
60.217	22.503	0.239
60.233	22.652	0.239
60.250	22.860	0.239
60.267	23.119	0.239
60.283	23.426	0.239
60.300	23.774	0.239
60.317	24.157	0.239
60.333	24.566	0.239
60.350	24.995	0.239
60.367	25.438	0.239
60.383	25.885	0.239
60.400	26.323	0.239
60.417	26.744	0.239
60.433	27.149	0.239
60.450	27.506	0.239
60.467	27.825	0.239
60.483	28.127	0.239
60.500	28.370	0.239
60.517	28.570	0.239
60.533	28.893	0.239
60.550	28.991	0.239
60.567	29.271	0.239
60.583	29.284	0.239
60.600	29.208	0.239
60.617	29.062	0.239
60.633	28.858	0.239
60.650	28.603	0.239
60.667	28.296	0.239
60.683	27.947	0.239
60.700	27.564	0.239
60.717	27.155	0.239
60.733	26.734	0.239
60.750	26.440	0.239
60.767	26.086	0.239
60.783	25.703	0.239
60.800	25.316	0.239
60.817	24.933	0.239
60.833	24.571	0.239
60.850	24.234	0.239
60.867	23.945	0.239
60.883	23.694	0.239
60.900	23.498	0.239
60.917	23.353	0.239
60.933	23.268	0.239
60.950	23.242	0.239
60.967	23.276	0.239
60.983	23.361	0.239
61.000	23.489	0.239
61.017	23.638	0.239
61.033	23.608	0.239
61.050	23.897	0.239
61.067	24.259	0.239
61.083	24.621	0.239
61.100	24.752	0.239
61.117	24.990	0.239
61.133	25.433	0.239
61.150	25.909	0.239
61.167	26.399	0.239
61.183	26.837	0.239
61.200	27.241	0.239
61.217	27.607	0.239
61.233	27.935	0.239
61.250	28.224	0.239
61.267	28.458	0.239
61.283	28.645	0.239
61.300	28.777	0.239
61.317	28.849	0.239
61.333	28.862	0.239
61.350	28.815	0.239
61.367	28.708	0.239
61.383	28.551	0.239
61.400	28.334	0.239
61.417	28.066	0.239
61.433	27.759	0.239
61.450	27.405	0.239
61.467	27.022	0.239
61.483	26.614	0.239
61.500	26.192	0.239
61.517	25.754	0.239
61.533	25.324	0.239
61.550	24.898	0.239
61.567	24.485	0.239
61.583	24.094	0.239
61.600	23.727	0.239
61.617	23.382	0.239
61.633	23.067	0.239
61.650	22.769	0.239
61.667	22.569	0.239
61.683	22.433	0.239
61.700	22.607	0.239
61.717	22.820	0.239
61.733	22.875	0.239
61.750	22.973	0.239
61.767	23.160	0.239
61.783	23.607	0.239
61.800	23.960	0.239
61.817	24.300	0.239
61.833	24.662	0.239
61.850	25.053	0.239
61.867	25.458	0.239
61.883	25.874	0.239
61.900	26.270	0.239
61.917	26.645	0.239
61.933	26.887	0.239
61.950	27.291	0.239
61.967	27.691	0.239
61.983	28.066	0.239
62.000	28.393	0.239
62.017	28.674	0.239
62.033	28.908	0.239
62.050	29.091	0.239
62.067	29.210	0.239
62.083	29.278	0.239
62.100	29.286	0.239
62.117	29.235	0.239
62.133	29.125	0.239
62.150	28.954	0.239
62.167	28.737	0.239
62.183	28.469	0.239
62.200	28.154	0.239
62.217	27.809	0.239
62.233	27.426	0.239
62.250	27.013	0.239
62.267	26.578	0.239
62.283	26.153	0.239
62.300	25.719	0.239
62.317	25.285	0.239
62.333	24.871	0.239
62.350	24.480	0.239
62.367	24.118	0.239
62.383	23.794	0.239
62.400	23.509	0.239
62.417	23.279	0.239
62.433	23.100	0.239
62.450	22.968	0.239
62.467	22.815	0.239
62.483	22.593	0.239
62.500	22.461	0.239
62.517	22.572	0.239
62.533	22.734	0.239
62.550	22.980	0.239
62.567	23.295	0.239
62.583	23.631	0.239
62.600	23.988	0.239
62.617	24.372	0.239
62.633	24.772	0.239
62.650	25.188	0.239
62.667	25.614	0.239
62.683	26.040	0.239
62.700	26.461	0.239
62.717	26.865	0.239
62.733	27.243	0.239
62.750	27.597	0.239
62.767	27.912	0.239
62.783	28.188	0.239
62.800	28.413	0.239
62.817	28.584	0.239
62.833	28.707	0.239
62.850	28.775	0.239
62.867	28.775	0.239
62.883	28.724	0.239
62.900	28.613	0.239
62.917	28.451	0.239
62.933	28.234	0.239
62.950	27.970	0.239
62.967	27.668	0.239
62.983	27.327	0.239
63.000	26.944	0.239
63.017	26.518	0.239
63.033	26.054	0.239
63.050	25.590	0.239
63.067	25.326	0.239
63.083	25.168	0.239
63.100	24.819	0.239
63.117	24.428	0.239
63.133	24.347	0.239
63.150	24.125	0.239
63.167	23.887	0.239
63.183	23.682	0.239
63.200	23.521	0.239
63.217	23.410	0.239
63.233	23.354	0.239
63.250	23.354	0.239
63.267	23.418	0.239
63.283	23.533	0.239
63.300	23.707	0.239
63.317	23.924	0.239
63.333	24.183	0.239
63.350	24.481	0.239
63.367	24.805	0.239
63.383	25.153	0.239
63.400	25.473	0.239
63.417	25.664	0.239
63.433	26.081	0.239
63.450	26.511	0.239
63.467	26.932	0.239
63.483	27.340	0.239
63.500	27.711	0.239
63.517	27.996	0.239
63.533	28.072	0.239
63.550	28.327	0.239
63.567	28.366	0.239
63.583	28.536	0.239
63.600	28.659	0.239
63.617	28.714	0.239
63.633	28.714	0.239
63.650	28.663	0.239
63.667	28.552	0.239
63.683	28.395	0.239
63.700	28.169	0.239
63.717	27.901	0.239
63.733	27.598	0.239
63.750	27.249	0.239
63.767	26.866	0.239
63.783	26.462	0.239
63.800	26.053	0.239
63.817	25.619	0.239
63.833	25.189	0.239
63.850	24.776	0.239
63.867	24.372	0.239
63.883	23.993	0.239
63.900	23.643	0.239
63.917	23.328	0.239
63.933	23.060	0.239
63.950	22.843	0.239
63.967	22.681	0.239
63.983	22.566	0.239
64.000	22.515	0.239
64.017	22.519	0.239
64.033	22.591	0.239
64.050	22.723	0.239
64.067	22.893	0.239
64.083	23.123	0.239
64.100	23.399	0.239
64.117	23.719	0.239
64.133	24.076	0.239
64.150	24.467	0.239
64.167	24.880	0.239
64.183	25.293	0.239
64.200	25.722	0.239
64.217	26.148	0.239
64.233	26.561	0.239
64.250	26.961	0.239
64.267	27.327	0.239
64.283	27.667	0.239
64.300	27.956	0.239
64.317	28.190	0.239
64.333	28.386	0.239
64.350	28.535	0.239
64.367	28.633	0.239
64.383	28.679	0.239
64.400	28.849	0.239
64.417	28.960	0.239
64.433	28.943	0.239
64.450	28.794	0.239
64.467	28.576	0.239
64.483	28.304	0.239
64.500	27.989	0.239
64.517	27.631	0.239
64.533	27.253	0.239
64.550	26.852	0.239
64.567	26.597	0.239
64.583	26.243	0.239
64.600	25.894	0.239
64.617	25.507	0.239
64.633	25.132	0.239
64.650	24.770	0.239
64.667	24.443	0.239
64.683	24.145	0.239
64.700	23.889	0.239
64.717	23.685	0.239
64.733	23.527	0.239
64.750	23.425	0.239
64.767	23.374	0.239
64.783	23.378	0.239
64.800	23.424	0.239
64.817	23.518	0.239
64.833	23.624	0.239
64.850	23.628	0.239
64.867	23.871	0.239
64.883	24.190	0.239
64.900	24.560	0.239
64.917	24.909	0.239
64.933	25.041	0.239
64.950	25.266	0.239
64.967	25.700	0.239
64.983	26.126	0.239
65.000	26.572	0.239
65.017	26.998	0.239
65.033	27.385	0.239
65.050	27.726	0.239
65.067	28.019	0.239
65.083	28.266	0.239
65.100	28.466	0.239
65.117	28.610	0.239
65.133	28.700	0.239
65.150	28.738	0.239
65.167	28.712	0.239
65.183	28.627	0.239
65.200	28.499	0.239
65.217	28.307	0.239
65.233	28.073	0.239
65.250	27.792	0.239
65.267	27.469	0.239
65.283	27.116	0.239
65.300	26.736	0.239
65.317	26.332	0.239
65.333	25.919	0.239
65.350	25.502	0.239
65.367	25.089	0.239
65.383	24.684	0.239
65.400	24.301	0.239
65.417	23.939	0.239
65.433	23.595	0.239
65.450	23.288	0.239
65.467	23.003	0.239
65.483	22.764	0.239
65.500	22.611	0.239
65.517	22.513	0.239
65.533	22.662	0.239
65.550	22.828	0.239
65.567	23.053	0.239
65.583	23.215	0.239
65.600	23.393	0.239
65.617	23.632	0.239
65.633	23.925	0.239
65.650	24.274	0.239
65.667	24.785	0.239
65.683	25.198	0.239
65.700	25.597	0.239
65.717	26.014	0.239
65.733	26.278	0.239
65.750	26.670	0.239
65.767	27.074	0.239
65.783	27.461	0.239
65.800	27.831	0.239
65.817	28.163	0.239
65.833	28.457	0.239
65.850	28.690	0.239
65.867	28.882	0.239
65.883	29.022	0.239
65.900	29.103	0.239
65.917	29.128	0.239
65.933	29.094	0.239
65.950	29.005	0.239
65.967	28.860	0.239
65.983	28.673	0.239
66.000	28.438	0.239
66.017	28.170	0.239
66.033	27.851	0.239
66.050	27.497	0.239
66.067	27.114	0.239
66.083	26.718	0.239
66.100	26.306	0.239
66.117	25.884	0.239
66.133	25.467	0.239
66.150	25.067	0.239
66.167	24.684	0.239
66.183	24.326	0.239
66.200	24.002	0.239
66.217	23.721	0.239
66.233	23.474	0.239
66.250	23.287	0.239
66.267	23.142	0.239
66.283	23.065	0.239
66.300	23.040	0.239
66.317	23.044	0.239
66.333	22.980	0.239
66.350	22.984	0.239
66.367	22.988	0.239
66.383	23.231	0.239
66.400	23.533	0.239
66.417	23.882	0.239
66.433	24.273	0.239
66.450	24.669	0.239
66.467	25.073	0.239
66.483	25.482	0.239
66.500	25.890	0.239
66.517	26.290	0.239
66.533	26.681	0.239
66.550	27.051	0.239
66.567	27.396	0.239
66.583	27.711	0.239
66.600	27.983	0.239
66.617	28.217	0.239
66.633	28.400	0.239
66.650	28.536	0.239
66.667	28.613	0.239
66.683	28.638	0.239
66.700	28.604	0.239
66.717	28.523	0.239
66.733	28.378	0.239
66.750	28.191	0.239
66.767	27.952	0.239
66.783	27.675	0.239
66.800	27.356	0.239
66.817	27.016	0.239
66.833	26.637	0.239
66.850	26.220	0.239
66.867	25.781	0.239
66.883	25.330	0.239
66.900	24.908	0.239
66.917	24.700	0.239
66.933	24.615	0.239
66.950	24.282	0.239
66.967	23.971	0.239
66.983	23.971	0.239
67.000	23.822	0.239
67.017	23.673	0.239
67.033	23.558	0.239
67.050	23.494	0.239
67.067	23.477	0.239
67.083	23.511	0.239
67.100	23.609	0.239
67.117	23.753	0.239
67.133	23.945	0.239
67.150	24.170	0.239
67.167	24.443	0.239
67.183	24.736	0.239
67.200	25.034	0.239
67.217	25.310	0.239
67.233	25.523	0.239
67.250	25.927	0.239
67.267	26.349	0.239
67.283	26.749	0.239
67.300	27.119	0.239
67.317	27.404	0.239
67.333	27.548	0.239
67.350	27.854	0.239
67.367	27.944	0.239
67.383	28.169	0.239
67.400	28.352	0.239
67.417	28.480	0.239
67.433	28.561	0.239
67.450	28.573	0.239
67.467	28.543	0.239
67.483	28.441	0.239
67.500	28.301	0.239
67.517	28.101	0.239
67.533	27.853	0.239
67.550	27.568	0.239
67.567	27.245	0.239
67.583	26.887	0.239
67.600	26.504	0.239
67.617	26.103	0.239
67.633	25.708	0.239
67.650	25.299	0.239
67.667	24.886	0.239
67.683	24.490	0.239
67.700	24.124	0.239
67.717	23.775	0.239
67.733	23.468	0.239
67.750	23.192	0.239
67.767	22.970	0.239
67.783	22.791	0.239
67.800	22.672	0.239
67.817	22.608	0.239
67.833	22.604	0.239
67.850	22.659	0.239
67.867	22.769	0.239
67.883	22.931	0.239
67.900	23.152	0.239
67.917	23.412	0.239
67.933	23.701	0.239
67.950	24.028	0.239
67.967	24.390	0.239
67.983	24.769	0.239
68.000	25.164	0.239
68.017	25.577	0.239
68.033	25.982	0.239
68.050	26.386	0.239
68.067	26.773	0.239
68.083	27.139	0.239
68.100	27.483	0.239
68.117	27.786	0.239
68.133	28.045	0.239
68.150	28.258	0.239
68.167	28.419	0.239
68.183	28.517	0.239
68.200	28.556	0.239
68.217	28.559	0.239
68.233	28.504	0.239
68.250	28.415	0.239
68.267	28.427	0.239
68.283	28.384	0.239
68.300	28.257	0.239
68.317	27.997	0.239
68.333	27.686	0.239
68.350	27.329	0.239
68.367	26.945	0.239
68.383	26.549	0.239
68.400	26.154	0.239
68.417	25.932	0.239
68.433	25.608	0.239
68.450	25.268	0.239
68.467	24.932	0.239
68.483	24.608	0.239
68.500	24.314	0.239
68.517	24.067	0.239
68.533	23.850	0.239
68.550	23.684	0.239
68.567	23.565	0.239
68.583	23.496	0.239
68.600	23.479	0.239
68.617	23.513	0.239
68.633	23.590	0.239
68.650	23.675	0.239
68.667	23.794	0.239
68.683	23.883	0.239
68.700	24.172	0.239
68.717	24.504	0.239
68.733	24.870	0.239
68.750	25.232	0.239
68.767	25.487	0.239
68.783	25.742	0.239
68.800	25.960	0.239
68.817	26.355	0.239
68.833	26.738	0.239
68.850	27.113	0.239
68.867	27.465	0.239
68.883	27.793	0.239
68.900	28.070	0.239
68.917	28.287	0.239
68.933	28.453	0.239
68.950	28.563	0.239
68.967	28.614	0.239
68.983	28.614	0.239
69.000	28.559	0.239
69.017	28.448	0.239
69.033	28.277	0.239
69.050	28.069	0.239
69.067	27.809	0.239
69.083	27.515	0.239
69.100	27.183	0.239
69.117	26.825	0.239
69.133	26.446	0.239
69.150	26.051	0.239
69.167	25.651	0.239
69.183	25.255	0.239
69.200	24.863	0.239
69.217	24.484	0.239
69.233	24.126	0.239
69.250	23.794	0.239
69.267	23.492	0.239
69.283	23.232	0.239
69.300	23.006	0.239
69.317	22.802	0.239
69.333	22.683	0.239
69.350	22.627	0.239
69.367	22.627	0.239
69.383	22.866	0.239
69.400	22.985	0.239
69.417	23.316	0.239
69.433	23.636	0.239
69.450	23.929	0.239
69.467	24.231	0.239
69.483	24.559	0.239
69.500	24.916	0.239
69.517	25.295	0.239
69.533	25.695	0.239
69.550	26.099	0.239
69.567	26.503	0.239
69.583	26.899	0.239
69.600	27.278	0.239
69.617	27.631	0.239
69.633	27.950	0.239
69.650	28.222	0.239
69.667	28.460	0.239
69.683	28.635	0.239
69.700	28.771	0.239
69.717	28.796	0.239
69.733	28.685	0.239
69.750	28.668	0.239
69.767	28.609	0.239
69.783	28.502	0.239
69.800	28.336	0.239
69.817	28.123	0.239
69.833	27.868	0.239
69.850	27.697	0.239
69.867	27.463	0.239
69.883	27.139	0.239
69.900	26.790	0.239
69.917	26.412	0.239
69.933	26.020	0.239
69.950	25.628	0.239
69.967	25.241	0.239
69.983	24.862	0.239
70.000	24.513	0.239
70.017	24.194	0.239
70.033	23.908	0.239
70.050	23.670	0.239
70.067	23.465	0.239
70.083	23.321	0.239
70.100	23.218	0.239
70.117	23.175	0.239
70.133	23.188	0.239
70.150	23.256	0.239
70.167	23.371	0.239
70.183	23.477	0.239
70.200	23.452	0.239
70.217	23.519	0.239
70.233	23.813	0.239
70.250	24.149	0.239
70.267	24.528	0.239
70.283	24.945	0.239
70.300	25.358	0.239
70.317	25.762	0.239
70.333	26.153	0.239
70.350	26.528	0.239
70.367	26.890	0.239
70.383	27.225	0.239
70.400	27.532	0.239
70.417	27.809	0.239
70.433	28.038	0.239
70.450	28.229	0.239
70.467	28.370	0.239
70.483	28.463	0.239
70.500	28.501	0.239
70.517	28.484	0.239
70.533	28.421	0.239
70.550	28.301	0.239
70.567	28.135	0.239
70.583	27.926	0.239
70.600	27.671	0.239
70.617	27.377	0.239
70.633	27.062	0.239
70.650	26.713	0.239
70.667	26.343	0.239
70.683	25.943	0.239
70.700	25.525	0.239
70.717	25.095	0.239
70.733	24.686	0.239
70.750	24.495	0.239
70.767	24.325	0.239
70.783	24.158	0.239
70.800	23.882	0.239
70.817	23.648	0.239
70.833	23.652	0.239
70.850	23.634	0.239
70.867	23.583	0.239
70.883	23.566	0.239
70.900	23.596	0.239
70.917	23.668	0.239
70.933	23.791	0.239
70.950	23.953	0.239
70.967	24.157	0.239
70.983	24.391	0.239
71.000	24.625	0.239
71.017	24.868	0.239
71.033	25.050	0.239
71.050	25.416	0.239
71.067	25.808	0.239
71.083	26.203	0.239
71.100	26.587	0.239
71.117	26.948	0.239
71.133	27.246	0.239
71.150	27.361	0.239
71.167	27.667	0.239
71.183	27.931	0.239
71.200	27.986	0.239
71.217	28.169	0.239
71.233	28.305	0.239
71.250	28.394	0.239
71.267	28.428	0.239
71.283	28.403	0.239
71.300	28.334	0.239
71.317	28.211	0.239
71.333	28.041	0.239
71.350	27.815	0.239
71.367	27.564	0.239
71.383	27.431	0.239
71.400	27.108	0.239
71.417	26.755	0.239
71.433	26.380	0.239
71.450	25.993	0.239
71.467	25.601	0.239
71.483	25.218	0.239
71.500	24.839	0.239
71.517	24.477	0.239
71.533	24.137	0.239
71.550	23.830	0.239
71.567	23.553	0.239
71.583	23.157	0.239
71.600	22.953	0.239
71.617	22.816	0.239
71.633	22.731	0.239
71.650	22.701	0.239
71.667	22.735	0.239
71.683	22.824	0.239
71.700	22.969	0.239
71.717	23.165	0.239
71.733	23.411	0.239
71.750	23.688	0.239
71.767	23.994	0.239
71.783	24.335	0.239
71.800	24.692	0.239
71.817	25.067	0.239
71.833	25.450	0.239
71.850	25.841	0.239
71.867	26.228	0.239
71.883	26.598	0.239
71.900	26.956	0.239
71.917	27.292	0.239
71.933	27.594	0.239
71.950	27.866	0.239
71.967	28.096	0.239
71.983	28.270	0.239
72.000	28.398	0.239
72.017	28.466	0.239
72.033	28.478	0.239
72.050	28.436	0.239
72.067	28.333	0.239
72.083	28.176	0.239
72.100	27.997	0.239
72.117	27.767	0.239
72.133	27.682	0.239
72.150	27.388	0.239
72.167	27.324	0.239
72.183	27.005	0.239
72.200	26.639	0.239
72.217	26.251	0.239
72.233	25.860	0.239
72.250	25.481	0.239
72.267	25.106	0.239
72.283	24.766	0.239
72.300	24.625	0.239
72.317	24.395	0.239
72.333	24.169	0.239
72.350	23.974	0.239
72.367	23.799	0.239
72.383	23.679	0.239
72.400	23.603	0.239
72.417	23.573	0.239
72.433	23.594	0.239
72.450	23.662	0.239
72.467	23.768	0.239
72.483	23.909	0.239
72.500	24.070	0.239
72.517	24.160	0.239
72.533	24.462	0.239
72.550	24.793	0.239
72.567	25.151	0.239
72.583	25.534	0.239
72.600	25.917	0.239
72.617	26.291	0.239
72.633	26.632	0.239
72.650	26.755	0.239
72.667	27.095	0.239
72.683	27.240	0.239
72.700	27.529	0.239
72.717	27.789	0.239
72.733	28.018	0.239
72.750	28.197	0.239
72.767	28.341	0.239
72.783	28.427	0.239
72.800	28.461	0.239
72.817	28.435	0.239
72.833	28.350	0.239
72.850	28.213	0.239
72.867	28.030	0.239
72.883	27.800	0.239
72.900	27.528	0.239
72.917	27.221	0.239
72.933	26.885	0.239
72.950	26.527	0.239
72.967	26.152	0.239
72.983	25.774	0.239
73.000	25.386	0.239
73.017	25.007	0.239
73.033	24.637	0.239
73.050	24.284	0.239
73.067	23.960	0.239
73.083	23.662	0.239
73.100	23.390	0.239
73.117	23.155	0.239
73.133	22.972	0.239
73.150	22.836	0.239
73.167	22.759	0.239
73.183	22.746	0.239
73.200	22.780	0.239
73.217	22.874	0.239
73.233	23.018	0.239
73.250	23.384	0.239
73.267	23.627	0.239
73.283	23.903	0.239
73.300	24.214	0.239
73.317	24.652	0.239
73.333	25.082	0.239
73.350	25.495	0.239
73.367	25.890	0.239
73.383	26.286	0.239
73.400	26.665	0.239
73.417	27.022	0.239
73.433	27.324	0.239
73.450	27.477	0.239
73.467	27.741	0.239
73.483	27.983	0.239
73.500	28.192	0.239
73.517	28.349	0.239
73.533	28.460	0.239
73.550	28.519	0.239
73.567	28.541	0.239
73.583	28.498	0.239
73.600	28.404	0.239
73.617	28.259	0.239
73.633	28.072	0.239
73.650	27.842	0.239
73.667	27.569	0.239
73.683	27.267	0.239
73.700	27.114	0.239
73.717	26.846	0.239
73.733	26.505	0.239
73.750	26.139	0.239
73.767	25.756	0.239
73.783	25.377	0.239
73.800	25.019	0.239
73.817	24.678	0.239
73.833	24.368	0.239
73.850	24.112	0.239
73.867	24.040	0.239
73.883	23.891	0.239
73.900	23.771	0.239
73.917	23.661	0.239
73.933	23.576	0.239
73.950	23.524	0.239
73.967	23.503	0.239
73.983	23.439	0.239
74.000	23.575	0.239
74.017	23.766	0.239
74.033	24.013	0.239
74.050	24.251	0.239
74.067	24.281	0.239
74.083	24.421	0.239
74.100	24.779	0.239
74.117	25.166	0.239
74.133	25.574	0.239
74.150	25.987	0.239
74.167	26.370	0.239
74.183	26.727	0.239
74.200	27.064	0.239
74.217	27.362	0.239
74.233	27.634	0.239
74.250	27.872	0.239
74.267	28.063	0.239
74.283	28.212	0.239
74.300	28.314	0.239
74.317	28.370	0.239
74.333	28.370	0.239
74.350	28.318	0.239
74.367	28.224	0.239
74.383	28.080	0.239
74.400	27.892	0.239
74.417	27.658	0.239
74.433	27.390	0.239
74.450	27.092	0.239
74.467	26.768	0.239
74.483	26.419	0.239
74.500	26.053	0.239
74.517	25.678	0.239
74.533	25.278	0.239
74.550	24.874	0.239
74.567	24.495	0.239
74.583	24.150	0.239
74.600	24.018	0.239
74.617	23.767	0.239
74.633	23.801	0.239
74.650	23.630	0.239
74.667	23.468	0.239
74.683	23.370	0.239
74.700	23.324	0.239
74.717	23.366	0.239
74.733	23.557	0.239
74.750	23.672	0.239
74.767	23.817	0.239
74.783	24.000	0.239
74.800	24.085	0.239
74.817	24.336	0.239
74.833	24.633	0.239
74.850	24.965	0.239
74.867	25.319	0.239
74.883	25.693	0.239
74.900	26.072	0.239
74.917	26.433	0.239
74.933	26.773	0.239
74.950	27.067	0.239
74.967	27.186	0.239
74.983	27.488	0.239
75.000	27.756	0.239
75.017	27.995	0.239
75.033	28.182	0.239
75.050	28.326	0.239
75.067	28.428	0.239
75.083	28.475	0.239
75.100	28.475	0.239
75.117	28.424	0.239
75.133	28.321	0.239
75.150	28.177	0.239
75.167	28.151	0.239
75.183	27.993	0.239
75.200	27.746	0.239
75.217	27.453	0.239
75.233	27.129	0.239
75.250	26.784	0.239
75.267	26.414	0.239
75.283	26.043	0.239
75.300	25.665	0.239
75.317	25.299	0.239
75.333	24.945	0.239
75.350	24.613	0.239
75.367	24.306	0.239
75.383	24.030	0.239
75.400	23.774	0.239
75.417	23.540	0.239
75.433	23.255	0.239
75.450	23.050	0.239
75.467	22.940	0.239
75.483	22.833	0.239
75.500	22.892	0.239
75.517	22.999	0.239
75.533	23.165	0.239
75.550	23.390	0.239
75.567	23.658	0.239
75.583	23.948	0.239
75.600	24.271	0.239
75.617	24.607	0.239
75.633	24.960	0.239
75.650	25.326	0.239
75.667	25.696	0.239
75.683	26.071	0.239
75.700	26.432	0.239
75.717	26.777	0.239
75.733	27.109	0.239
75.750	27.406	0.239
75.767	27.674	0.239
75.783	27.909	0.239
75.800	28.096	0.239
75.817	28.240	0.239
75.833	28.334	0.239
75.850	28.381	0.239
75.867	28.372	0.239
75.883	28.308	0.239
75.900	28.189	0.239
75.917	28.018	0.239
75.933	27.793	0.239
75.950	27.528	0.239
75.967	27.239	0.239
75.983	26.924	0.239
76.000	26.588	0.239
76.017	26.413	0.239
76.033	26.051	0.239
76.050	25.919	0.239
76.067	25.608	0.239
76.083	25.259	0.239
76.100	24.914	0.239
76.117	24.582	0.239
76.133	24.284	0.239
76.150	24.025	0.239
76.167	23.803	0.239
76.183	23.769	0.239
76.200	23.679	0.239
76.217	23.624	0.239
76.233	23.620	0.239
76.250	23.645	0.239
76.267	23.713	0.239
76.283	23.824	0.239
76.300	23.947	0.239
76.317	24.117	0.239
76.333	24.326	0.239
76.350	24.449	0.239
76.367	24.738	0.239
76.383	25.074	0.239
76.400	25.428	0.239
76.417	25.793	0.239
76.433	26.163	0.239
76.450	26.534	0.239
76.467	26.895	0.239
76.483	27.231	0.239
76.500	27.534	0.239
76.517	27.793	0.239
76.533	27.814	0.239
76.550	28.010	0.239
76.567	28.184	0.239
76.583	28.133	0.239
76.600	28.227	0.239
76.617	28.265	0.239
76.633	28.256	0.239
76.650	28.201	0.239
76.667	28.107	0.239
76.683	27.958	0.239
76.700	27.762	0.239
76.717	27.523	0.239
76.733	27.247	0.239
76.750	26.936	0.239
76.767	26.604	0.239
76.783	26.246	0.239
76.800	25.884	0.239
76.817	25.514	0.239
76.833	25.152	0.239
76.850	24.790	0.239
76.867	24.445	0.239
76.883	24.122	0.239
76.900	23.828	0.239
76.917	23.568	0.239
76.933	23.338	0.239
76.950	23.147	0.239
76.967	23.015	0.239
76.983	22.921	0.239
77.000	22.878	0.239
77.017	22.895	0.239
77.033	22.963	0.239
77.050	23.078	0.239
77.067	23.244	0.239
77.083	23.452	0.239
77.100	23.699	0.239
77.117	23.980	0.239
77.133	24.290	0.239
77.150	24.626	0.239
77.167	24.980	0.239
